ano_criacao_processo;numero_processo_formatado;situacao_item_processo;numero_item_processo;codigo_elemento_item_despesa;nome_elemento_item_despesa;codigo_item_material_servico_numerico;item_material_servico;unnamed_8;unnamed_9;unnamed_10;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;0513007 000121/2026;Homologado/Ratificado;5;3008;PRODUTOS ALIMENTICIOS;1645153;"MODULO NUTRICIONAL - IDENTIFICACAO: FIBRAS; COMPOSICAO: 100% FIBRAS SOLUVEIS; ASPECTO FISICO: PO SOLUVEL; INDICACAO: NUTRICAO ENTERAL E ORAL;";;;;1;0,0726;145,2
2026;0513007 000121/2026;Homologado/Ratificado;6;3008;PRODUTOS ALIMENTICIOS;1645846;"DIETA ENTERAL - IDENTIFICACAO: HIPERPROTEICA COM FIBRAS EM SISTEMA FECHADO; DENSIDADE CALORICA: NORMOCALORICA OU HIPERCALORICA ATE 1.25 KCAL/ML; DENSIDADE PROTEICA: MAIOR OU IGUAL A 20% DO VALOR CALORICO TOTAL (VCT); FONTE PROTEICA: MAIOR OU IGUAL 50% PROTEINAS ALTO VALOR BIOLOGICO; TIPO DE PROTEINA: POLIMERICA; FIBRAS: COM FIBRAS; CARACTERISTICA ESPECIAL: ISENTA; ARGININA: ISENTA; IMUNOMODULADOR: ISENTA; SACAROSE: ISENTA; LACTOSE: ATE 100 MG/100 ML; ASPECTO FISICO: LIQUIDO HOMOGENEO; SISTEMA: F";;;;1;0,0275;2750,0
2026;0513007 000121/2026;Homologado/Ratificado;7;3008;PRODUTOS ALIMENTICIOS;1645080;"MODULO NUTRICIONAL - IDENTIFICACAO: PROTEINA; COMPOSICAO: 100% PROTEINA SORO DO LEITE; ASPECTO FISICO: PO SOLUVEL; INDICACAO: NUTRICAO ENTERAL E ORAL;";;;;1;0,25;750,0
2026;0513007 000121/2026;Homologado/Ratificado;8;3008;PRODUTOS ALIMENTICIOS;1645510;"COMPLEMENTO E SUPLEMENTO NUTRICIONAL - IDENTIFICACAO: SUPLEMENTO; INDICACAO: CONTROLE GLICEMICO; DENSIDADE CALORICA: NORMOCALORICO; DENSIDADE PROTEICA: NORMOPROTEICO OU HIPERPROTEICO; FIBRAS: COM FIBRAS; LACTOSE: SEM RESTRICAO; SACAROSE: ISENTO; IMUNOMODULADOR: SEM RESTRICAO; ASPECTO FISICO: LIQUIDO HOMOGENEO; APRESENTACAO: EMBALAGEM MENOR OU IGUAL A 350 ML;";;;;1;0,0396;1584,0
2026;0513007 000122/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1522612;"LANREOTIDA - PRINCIPIO ATIVO: LANREOTIDA; CONCENTRACAO/DOSAGEM: 120 MG; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: SERINGA PREENCHIDA 0,5 ML; COMPONENTE: .;";;;;1;2761,32;13806,6
2026;0513007 000122/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1487809;"HIDRALAZINA, CLORIDRATO - PRINCIPIO ATIVO: HIDRALAZINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 25 MG; FORMA FARMACEUTICA: DRAGEA; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,313;125,2
2026;0513007 000122/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1503855;"CICLOFOSFAMIDA - PRINCIPIO ATIVO: CICLOFOSFAMIDA; CONCENTRACAO/DOSAGEM: 1.000 MG; FORMA FARMACEUTICA: PO PARA SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: .;";;;;1;54,57;10914,0
2026;0513007 000123/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1512544;"MIDAZOLAM - PRINCIPIO ATIVO: MIDAZOLAM; CONCENTRACAO/DOSAGEM: 1 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 5 ML; COMPONENTE: .;";;;;1;1,457;291,4
2026;0513007 000124/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1490745;"PARACETAMOL - PRINCIPIO ATIVO: PARACETAMOL; CONCENTRACAO/DOSAGEM: 200 MG/ML; FORMA FARMACEUTICA: SOLUCAO ORAL; APRESENTACAO: FRASCO 15 ML; COMPONENTE: .;";;;;1;0,9014;180,28
2026;0513007 000125/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1490486;"LEVOTIROXINA SODICA - PRINCIPIO ATIVO: LEVOTIROXINA SODICA; CONCENTRACAO/DOSAGEM: 25 MCG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,082;32,8
2026;0513007 000125/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1799401;"FENTANILA - PRINCIPIO ATIVO: FENTANILA, CITRATO; CONCENTRACAO/DOSAGEM: 0,0785 MG/ML (0,05 MG/ML); FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA OU FRASCO-AMPOLA 10 ML; COMPONENTE: .;";;;;1;2,478;3717,0
2026;0513007 000125/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1525816;"ONDANSETRONA - PRINCIPIO ATIVO: ONDANSETRONA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 2 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 4 ML; COMPONENTE: .;";;;;1;0,8319;1663,8
2026;0513007 000125/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1490478;"LEVOTIROXINA SODICA - PRINCIPIO ATIVO: LEVOTIROXINA SODICA; CONCENTRACAO/DOSAGEM: 100 MCG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,082;16,4
2026;0513007 000126/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1517171;"OCTREOTIDA - PRINCIPIO ATIVO: OCTREOTIDA, ACETATO; CONCENTRACAO/DOSAGEM: 0,5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";;;;1;277,97;2779,7
2026;0513007 000126/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1487663;"GLICEROL - PRINCIPIO ATIVO: GLICEROL; CONCENTRACAO/DOSAGEM: 120 MG/ML; FORMA FARMACEUTICA: SOLUCAO RETAL; APRESENTACAO: FRASCO 500 ML; COMPONENTE: .;";;;;1;8,55;1368,0
2026;0513007 000127/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1489089;"AMITRIPTILINA PRINCIPIO ATIVO: AMITRIPTILINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 25 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,036;14,4
2026;0513007 000127/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1489291;"BENZILPENICILINA BENZATINA - PRINCIPIO ATIVO: BENZILPENICILINA BENZATINA; CONCENTRACAO/DOSAGEM: 1.200.000 UI; FORMA FARMACEUTICA: PO PARA SUSPENSAO INJETAVEL OU SUSPENSAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: AMPOLA DILUENTE;";;;;1;6,4;128,0
2026;0513007 000128/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1511670;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: AZUL PATENTE; CONCENTRACAO/DOSAGEM: 25 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";;;;1;24,6;738,0
2026;0513007 000129/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1489542;"CARVEDILOL - PRINCIPIO ATIVO: CARVEDILOL; CONCENTRACAO/DOSAGEM: 12,5 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,0746;44,76
2026;0513007 000129/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1487140;"BICARBONATO DE SODIO - PRINCIPIO ATIVO: BICARBONATO DE SODIO; CONCENTRACAO/DOSAGEM: 84 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 10 ML; COMPONENTE: .;";;;;1;0,67;134,0
2026;0513007 000130/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1490753;"PARACETAMOL - PRINCIPIO ATIVO: PARACETAMOL; CONCENTRACAO/DOSAGEM: 500 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,055;11,0
2026;0513007 000130/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1542290;"ISOSSORBIDA - PRINCIPIO ATIVO: ISOSSORBIDA, DINITRATO; CONCENTRACAO/DOSAGEM: 5 MG; FORMA FARMACEUTICA: COMPRIMIDO SUBLINGUAL; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,27;8,1
2026;0513007 000130/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1513362;"MANITOL - PRINCIPIO ATIVO: MANITOL; CONCENTRACAO/DOSAGEM: 200 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: BOLSA OU FRASCO 250 ML; COMPONENTE: .;";;;;1;6,48;259,2
2026;0513007 000130/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1493558;"HIDROCORTISONA - PRINCIPIO ATIVO: HIDROCORTISONA, SUCCINATO DE SODIO; CONCENTRACAO/DOSAGEM: 100 MG; FORMA FARMACEUTICA: PO PARA SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: .;";;;;1;2,58;1032,0
2026;0513007 000131/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1524500;"VANCOMICINA - PRINCIPIO ATIVO: VANCOMICINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 500 MG; FORMA FARMACEUTICA: PO PARA SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: .;";;;;1;4,4;8360,0
2026;0513007 000132/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1525824;"AMINOFILINA - PRINCIPIO ATIVO: AMINOFILINA; CONCENTRACAO/DOSAGEM: 24 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 10 ML; COMPONENTE: .;";;;;1;2,689;53,78
2026;0513007 000132/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1490958;"VALPROATO DE SODIO - PRINCIPIO ATIVO: VALPROATO DE SODIO; CONCENTRACAO/DOSAGEM: 288 MG; EQUIVALENCIA: EQUIVALENTE A 250 MG DE ACIO VALPROICO; FORMA FARMACEUTICA: CAPSULA; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,188;56,4
2026;0513007 000132/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1490834;"PREDNISONA - PRINCIPIO ATIVO: PREDNISONA; CONCENTRACAO/DOSAGEM: 5 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,047;14,1
2026;0513007 000132/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1510045;"AMICACINA - PRINCIPIO ATIVO: AMICACINA, SULFATO; CONCENTRACAO/DOSAGEM: 250 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 2 ML; COMPONENTE: .;";;;;1;3,4695;346,95
2026;0513007 000132/2026;Homologado/Ratificado;5;3012;MEDICAMENTOS;1490826;"PREDNISONA - PRINCIPIO ATIVO: PREDNISONA; CONCENTRACAO/DOSAGEM: 20 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,1134;113,4
2026;0513007 000133/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1516132;"LOPERAMIDA - PRINCIPIO ATIVO: LOPERAMIDA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 2 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,0789;71,01
2026;0513007 000133/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1523520;"CLINDAMICINA - PRINCIPIO ATIVO: CLINDAMICINA, FOSFATO; CONCENTRACAO/DOSAGEM: 600 MG/4ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 4 ML; COMPONENTE: .;";;;;1;2,0;200,0
2026;0513007 000133/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1516990;"ADENOSINA - PRINCIPIO ATIVO: ADENOSINA; CONCENTRACAO/DOSAGEM: 3 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 2 ML; COMPONENTE: .;";;;;1;8,5;850,0
2026;0513007 000134/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1491083;"OLEO MINERAL PURO - PRINCIPIO ATIVO: OLEO MINERAL PURO; CONCENTRACAO/DOSAGEM: 100%; FORMA FARMACEUTICA: OLEO; APRESENTACAO: EMBALAGEM ATE 200 ML; COMPONENTE: .;";;;;1;0,028;56,0
2026;0513007 000135/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1492195;"RISPERIDONA - PRINCIPIO ATIVO: RISPERIDONA; CONCENTRACAO/DOSAGEM: 1 MG; FORMA FARMACEUTICA: COMPRIMIDO REVESTIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,075;45,0
2026;0513007 000136/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1518216;"NIFEDIPINA (O) - PRINCIPIO ATIVO: NIFEDIPINO; CONCENTRACAO/DOSAGEM: 20 MG; FORMA FARMACEUTICA: COMPRIMIDO DE LIBERACAO PROLONGADA; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,1149;11,49
2026;0513007 000137/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1513311;"CLORETO DE SODIO PRINCIPIO ATIVO: CLORETO DE SODIO; CONCENTRACAO/DOSAGEM: 0,9%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 10 ML; COMPONENTE: .;";;;;1;0,158;4740,0
2026;0513007 000137/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1488180;"ATROPINA - PRINCIPIO ATIVO: ATROPINA, SULFATO; CONCENTRACAO/DOSAGEM: 0,25 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";;;;1;0,62;248,0
2026;0513007 000137/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1509179;"DIPIRONA - PRINCIPIO ATIVO: DIPIRONA SODICA; CONCENTRACAO/DOSAGEM: 500 MG/ML; FORMA FARMACEUTICA: SOLUCAO ORAL; APRESENTACAO: FRASCO CONTA-GOTAS 10 ML; COMPONENTE: .;";;;;1;0,86;43,0
2026;0513007 000137/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1539477;"DICLOFENACO - PRINCIPIO ATIVO: DICLOFENACO SODICO; CONCENTRACAO/DOSAGEM: 50 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,043;21,5
2026;0513007 000137/2026;Homologado/Ratificado;5;3012;MEDICAMENTOS;1632507;"CLORETO DE SODIO PRINCIPIO ATIVO: CLORETO DE SODIO; CONCENTRACAO/DOSAGEM: 0,9%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: BOLSA OU FRASCO 100 ML SISTEMA FECHADO; COMPONENTE: INJETOR LATERAL;";;;;1;2,32;16240,0
2026;0513007 000138/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1525760;"BUTILBROMETO DE ESCOPOLAMINA - PRINCIPIO ATIVO: BUTILBROMETO DE ESCOPOLAMINA; CONCENTRACAO/DOSAGEM: 20 MG; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";;;;1;0,78;2262,0
2026;0513007 000138/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1489933;"DIAZEPAM - PRINCIPIO ATIVO: DIAZEPAM; CONCENTRACAO/DOSAGEM: 5 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,037;18,5
2026;0513007 000138/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1489623;"CIPROFLOXACINO - PRINCIPIO ATIVO: CIPROFLOXACINO; CONCENTRACAO/DOSAGEM: 500 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,16;32,0
2026;0513007 000138/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1490125;"FLUCONAZOL - PRINCIPIO ATIVO: FLUCONAZOL; CONCENTRACAO/DOSAGEM: 150 MG; FORMA FARMACEUTICA: CAPSULA GELATINOSA DURA; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,348;34,8
2026;0513007 000138/2026;Homologado/Ratificado;5;3012;MEDICAMENTOS;1489976;"DIPIRONA - PRINCIPIO ATIVO: DIPIRONA SODICA; CONCENTRACAO/DOSAGEM: 500 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,1029;123,48
2026;0513007 000138/2026;Homologado/Ratificado;6;3012;MEDICAMENTOS;1489674;"CLONAZEPAM - PRINCIPIO ATIVO: CLONAZEPAM; CONCENTRACAO/DOSAGEM: 2,5 MG/ML; FORMA FARMACEUTICA: SOLUCAO ORAL; APRESENTACAO: FRASCO 20 ML; COMPONENTE: .;";;;;1;1,67;334,0
2026;0513007 000139/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1525425;"ACETATO DE RETINOL + ASSOCIACOES - PRINCIPIO ATIVO (1): ACETATO DE RETINOL + AMINOACIDOS; PRINCIPIO ATIVO (2): METIONINA + CLORANFENICOL; CONCENTRACAO/DOSAGEM: 10.000 UI/G + 25 MG/G + 5 MG/G + 5 MG/G; FORMA FARMACEUTICA: POMADA OFTALMICA; APRESENTACAO: BISNAGA 3,5 G; COMPONENTE: .;";;;;1;10,5;31,5
2026;0513007 000140/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1517694;"ACIDO ZOLEDRONICO - PRINCIPIO ATIVO: ACIDO ZOLEDRONICO; CONCENTRACAO/DOSAGEM: 4 MG; FORMA FARMACEUTICA: PO LIOFILIZADO OU SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: .;";;;;1;39,0;1950,0
2026;0513007 000141/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1632515;"CLORETO DE SODIO PRINCIPIO ATIVO: CLORETO DE SODIO; CONCENTRACAO/DOSAGEM: 0,9%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: BOLSA OU FRASCO 1.000 ML SISTEMA FECHADO; COMPONENTE: INJETOR LATERAL;";;;;1;6,29;377,4
2026;0513007 000141/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1513206;"AMIDO HIDROXIETILICO - PRINCIPIO ATIVO: AMIDO HIDROXIETILICO; CONCENTRACAO/DOSAGEM: 130.000 DALTONS A 6% (130/0,4); FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: BOLSA OU FRASCO 500 ML; COMPONENTE: .;";;;;1;28,0;280,0
2026;0513007 000141/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1524526;"PIPERACILINA + ASSOCIACOES - PRINCIPIO ATIVO (1): PIPERACILINA SODICA; PRINCIPIO ATIVO (2): TAZOBACTAM SODICO; CONCENTRACAO/DOSAGEM: 4.000 MG + 500 MG; FORMA FARMACEUTICA: PO PARA SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: .;";;;;1;11,77;21774,5
2026;0513007 000142/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1493647;"SULFATO DE MAGNESIO - PRINCIPIO ATIVO: SULFATO DE MAGNESIO; CONCENTRACAO/DOSAGEM: 500 MG/ML (50%); FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 10 ML; COMPONENTE: .;";;;;1;4,7;2820,0
2026;0513007 000142/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1512366;"ETOMIDATO - PRINCIPIO ATIVO: ETOMIDATO; CONCENTRACAO/DOSAGEM: 2 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 10 ML; COMPONENTE: .;";;;;1;9,58;239,5
2026;0513007 000143/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1517252;"DIFENIDRAMINA - PRINCIPIO ATIVO: DIFENIDRAMINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 50 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";;;;1;18,0;1800,0
2026;0513007 000143/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1512293;"DEXTROCETAMINA - PRINCIPIO ATIVO: DEXTROCETAMINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 50 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 2 ML; COMPONENTE: .;";;;;1;14,4;4320,0
2026;0513007 000143/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1491695;"METADONA - PRINCIPIO ATIVO: METADONA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 10 MG; FORMA FARMACEUTICA: COMPRIMIDO; VIA DE ADMINISTRACAO: ORAL; APRESENTACAO: .; COMPONENTE: .;";;;;1;1,16;1160,0
2026;0513007 000143/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1517341;"OLEATO DE MONOETANOLAMINA - PRINCIPIO ATIVO: OLEATO DE MONOETANOLAMINA; CONCENTRACAO/DOSAGEM: 50 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 2 ML; COMPONENTE: .;";;;;1;6,4753;64,75
2026;0513007 000144/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1526286;"COLAGENASE - PRINCIPIO ATIVO: COLAGENASE; CONCENTRACAO/DOSAGEM: 0,6 U/G A 1,2 U/G; FORMA FARMACEUTICA: POMADA DERMATOLOGICA; APRESENTACAO: BISNAGA 30 G; COMPONENTE: .;";;;;1;10,5;210,0
2026;0513007 000144/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1516019;"ABIRATERONA - PRINCIPIO ATIVO: ABIRATERONA, ACETATO; CONCENTRACAO/DOSAGEM: 250 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;3,9999;8639,78
2026;0513007 000145/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1511718;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: CARVAO ATIVADO; CONCENTRACAO/DOSAGEM: 25 G; FORMA FARMACEUTICA: PO FINO COM ALTO PODER DE PUREZA E ABSORCAO; APRESENTACAO: ENVELOPE; COMPONENTE: .;";;;;1;15,9;79,5
2026;0513007 000145/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1511831;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: POLIETILENOGLICOL 4000; CONCENTRACAO/DOSAGEM: 10 G; FORMA FARMACEUTICA: PO; APRESENTACAO: ENVELOPE; COMPONENTE: .;";;;;1;2,49;747,0
2026;0513007 000145/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1523937;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: IODO + IODETO DE POTASSIO; CONCENTRACAO/DOSAGEM: 20 MG/ML + 40 MG/ML; FORMA FARMACEUTICA: SOLUCAO TOPICA; APRESENTACAO: FRASCO 100 ML; COMPONENTE: .;";;;;1;35,9;35,9
2026;0513007 000146/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1526278;"ALBUMINA HUMANA - PRINCIPIO ATIVO: ALBUMINA HUMANA; CONCENTRACAO/DOSAGEM: 20%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA 50 ML; COMPONENTE: .;";;;;1;136,5;2730,0
2026;0513007 000146/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1489534;"CLORPROMAZINA, CLORIDRATO - PRINCIPIO ATIVO: CLORPROMAZINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 5 ML; COMPONENTE: .;";;;;1;2,25;45,0
2026;0513007 000146/2026;Homologado/Ratificado;3;3012;MEDICAMENTOS;1490257;"HALOPERIDOL - PRINCIPIO ATIVO: HALOPERIDOL; CONCENTRACAO/DOSAGEM: 5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";;;;1;1,52;76,0
2026;0513007 000146/2026;Homologado/Ratificado;4;3012;MEDICAMENTOS;1632531;"CLORETO DE SODIO PRINCIPIO ATIVO: CLORETO DE SODIO; CONCENTRACAO/DOSAGEM: 0,9%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: BOLSA OU FRASCO 500 ML SISTEMA FECHADO; COMPONENTE: INJETOR LATERAL;";;;;1;3,15;28350,0
2026;0513007 000146/2026;Homologado/Ratificado;5;3012;MEDICAMENTOS;1489950;"FENITOINA - PRINCIPIO ATIVO: FENITOINA SODICA; CONCENTRACAO/DOSAGEM: 50 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 5 ML; COMPONENTE: .;";;;;1;1,75;437,5
2026;0513007 000147/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1557777;"HIPROMELOSE + ASSOCIACOES - PRINCIPIO ATIVO (1): HIPROMELOSE; PRINCIPIO ATIVO (2): DEXTRANA; CONCENTRACAO/DOSAGEM: 3 MG/ML + 1 MG/ML; FORMA FARMACEUTICA: SOLUCAO OFTALMICA; APRESENTACAO: FRASCO 15 ML; COMPONENTE: .;";;;;1;11,99;23,98
2026;0513007 000147/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1490796;"PROMETAZINA - PRINCIPIO ATIVO: PROMETAZINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 25 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,108;21,6
2026;0513007 000148/2026;Homologado/Ratificado;1;3012;MEDICAMENTOS;1493701;"HEPARINA SODICA - PRINCIPIO ATIVO: HEPARINA SODICA; CONCENTRACAO/DOSAGEM: 5000 UI/0,25 ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL SUBCUTANEA; APRESENTACAO: AMPOLA 0,25 ML; COMPONENTE: .;";;;;1;5,1;3060,0
2026;0513007 000148/2026;Homologado/Ratificado;2;3012;MEDICAMENTOS;1524453;"METRONIDAZOL - PRINCIPIO ATIVO: METRONIDAZOL; CONCENTRACAO/DOSAGEM: 5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: SISTEMA FECHADO; COMPONENTE: .;";;;;1;2,79;837,0
