ano_criacao_processo;numero_processo_formatado;situacao_item_processo;codigo_elemento_item_despesa;nome_elemento_item_despesa;codigo_item_material_servico_formatado;item_material_servico;unnamed_7;unnamed_8;unnamed_9;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123389-0;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 25 X 0,7 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,184;975,2
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123392-0;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 40 X 1,2 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,2146;25687,62
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00124505-8;"BOLSA PARA OSTOMIA - APLICACAO: PARA ESTOMA INTESTINAL, DUAS PECAS, USO ADULTO; TIPO: DRENAVEL; COR: OPACA; FILTRO: COM FILTRO DE CARVAO ATIVADO INTEGRADO; DIAMETRO: PRE-CORTE 10MM E RECORTE MAXIMO 65MM, FLANGE 70MM;";;;;1;31,33;6579,3
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00153374-6;"TOALHA CIRURGICA, DESCARTAVEL - MATERIA-PRIMA: FIBRAS MISTAS; DIMENSOES (L X C ): 28 CM X 35 CM (+ OU - 10% AREA TOTAL); COR: BRANCA; GRAMATURA: MINIMA 60 G; ESTERIL: NAO; CARACTERISTICAS GERAIS: AUTOCLAVAVEL, ATOXICA E SUPERABSORVENTE;";;;;1;0,3448;20825,92
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00153376-2;"TOALHA CIRURGICA, DESCARTAVEL - MATERIA-PRIMA: FIBRAS MISTAS; DIMENSOES (L X C ): 50 CM X 60 CM (+ OU - 10% AREA TOTAL); COR: BRANCA; GRAMATURA: MINIMA 60 G; ESTERIL: NAO; CARACTERISTICAS GERAIS: AUTOCLAVAVEL, ATOXICA E SUPERABSORVENTE;";;;;1;0,9268;14504,42
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00155504-9;"BARREIRA PROTETORA OSTOMIA - TIPO: PLACA DE RESINA SINTETICA; APRESENTACAO: 20 X 20 CM; COMPOSICAO: HIDROCOLOIDES;";;;;1;34,8;348,0
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00169009-4;"ALGODAO HIDROFILO -  FORMATO: MANTA; COMPOSICAO: 100% ALGODAO; COR: BRANCO; ESTERIL: NAO; APRESENTACAO: EMBALAGEM 500 G;";;;;1;12,6;2217,6
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00169678-5;"COMPRESSA DE GAZE HIDROFILA - MATERIA-PRIMA: 100% ALGODAO; ESTERIL: SIM; DIMENSOES (L X C ): 7,5 CM X 7,5 CM FECHADA - 15 CM X 30 CM ABERTA; NUMERO DE FIOS: 13 FIOS/CM2; DOBRAS: 5; CAMADAS: 8; APRESENTACAO: PACOTE 10 UN;";;;;1;0,5285;41434,4
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00190294-6;"LENCOL DESCARTAVEL USO HOSPITALAR - MATERIA-PRIMA: PAPEL CREPADO BRANCO 25 G/M2, 100% CELULOSE VIRGEM; LARGURA: 70 CM;";;;;1;7,75;542,5
2026;0501044 000008/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00198695-3;"ATADURA DE CREPOM - MATERIA-PRIMA: 100% ALGODAO; NUMERO DE FIOS: 13 FIOS/CM2; DIMENSOES (L X C ): 15 CM X 1,80 M EM REPOUSO; ESTERIL: NAO; CARACTERISTICAS GERAIS: BORDAS DELIMITADAS, ELASTICIDADE ADEQUADA;";;;;1;2,49;3944,16
2026;0501044 000008/2026;Homologado/Ratificado;3024;PECAS E ACESSORIOS P/ EQUIP.  E OUTROS MATERIAIS PERMANENTES;00011427-8;"CAPA PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: DIMENSOES NAO INFERIORES A 110 A 160CM; MATERIA-PRIMA: POLIETILENO TRANSPARENTE, COM ACESSORIOS FIXACAO; EQUIPAMENTO: INTENSIFICADOR DE IMAGEM / ARCO CIRURGICO EM C; REFERENCIA: REGISTRO NA ANVISA;";;;;1;4,44;3552,0
2026;0501044 000009/2026;Homologado/Ratificado;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;00005775-4;EXAMES DE TOMOGRAFIA COMPUTADORIZADA,EM VARIAS PARTES DO CORPO, INCLUINDO FILMES REVELADOS E LAUDOS MEDICOS;;;;1;290,0;1450,0
2026;0501044 000009/2026;Homologado/Ratificado;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;00006003-8;ADMINISTRACAO DE CONTRASTE IODADO PARA EXAMES DE TOMOGRAFIA COMPUTADORIZADA;;;;1;150,0;750,0
2026;0501044 000009/2026;Homologado/Ratificado;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;00006274-0;EXAMES DE DOPPLER COLORIDO ARTERIAL OU VENOSO DE MEMBRO SUPERIOR OU INFERIOR (POR MEMBRO, UNILATERAL).IMAGENS E LAUDOS;;;;1;150,0;900,0
