ano_criacao_processo;numero_processo_formatado;situacao_item_processo;codigo_elemento_item_despesa;nome_elemento_item_despesa;codigo_item_material_servico_formatado;item_material_servico;unnamed_7;unnamed_8;unnamed_9;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;0519031 000046/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00151956-5;"BUDESONIDA + ASSOCIACOES - PRINCIPIO ATIVO: BUDESONIDA + FUMARATO DE FORMOTEROL; CONCENTRACAO/DOSAGEM: 200 MCG + 6 MCG; FORMA FARMACEUTICA: SUSPENSAO AEROSOL; APRESENTACAO: 1 TUBO (INALADOR) COM 120 DOSES; COMPONENTE: .;";;;;1;91,98;1379,7
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00148735-3;"NOREPINEFRINA - PRINCIPIO ATIVO: NOREPINEFRINA, HEMITARTARATO; CONCENTRACAO/DOSAGEM: 2 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 4 ML; COMPONENTE: .;";;;;1;0,9179;917,9
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00149050-8;"LORATADINA - PRINCIPIO ATIVO: LORATADINA; CONCENTRACAO/DOSAGEM: 10 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,041;14,76
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00149058-3;"METOCLOPRAMIDA, CLORIDRATO - PRINCIPIO ATIVO: METOCLOPRAMIDA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 2 ML; COMPONENTE: .;";;;;1;0,45;450,0
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00149086-9;"SALBUTAMOL, SULFATO - PRINCIPIO ATIVO: SALBUTAMOL, SULFATO; CONCENTRACAO/DOSAGEM: 100 MCG/DOSE; FORMA FARMACEUTICA: AEROSSOL; APRESENTACAO: FRASCO TUBO 200 DOSES; COMPONENTE: APLICADOR;";;;;1;9,08;1816,0
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00149099-0;"SOLUCAO DE RINGER - COMPOSICAO: COM LACTATO; FORMA FARMACEUTICA: SOLUCAO INJETAVEL INTRAVENOSA; APRESENTACAO: BOLSA OU FRASCO SISTEMA FECHADO 500ML; COMPONENTE: .;";;;;1;4,37;5244,0
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00152770-3;"LIDOCAINA - PRINCIPIO ATIVO: LIDOCAINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 2%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 5 ML; COMPONENTE: .;";;;;1;0,998;299,4
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00155777-7;"HIPROMELOSE + ASSOCIACOES - PRINCIPIO ATIVO (1): HIPROMELOSE; PRINCIPIO ATIVO (2): DEXTRANA; CONCENTRACAO/DOSAGEM: 3 MG/ML + 1 MG/ML; FORMA FARMACEUTICA: SOLUCAO OFTALMICA; APRESENTACAO: FRASCO 15 ML; COMPONENTE: .;";;;;1;11,99;479,6
2026;0519031 000047/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00157384-5;"LIDOCAINA - PRINCIPIO ATIVO: LIDOCAINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 20 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA 20 ML; COMPONENTE: .;";;;;1;3,3;825,0
2026;0519031 000048/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123388-2;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 13 X 0,45 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,184;3312,0
2026;0519031 000048/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00138491-0;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 10 ML, SEM AGULHA, BICO CENTRAL E PONTA LUER SLIP;";;;;1;0,172;13416,0
2026;0519031 000048/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00138492-9;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 20 ML, SEM AGULHA, BICO LATERAL E PONTA LUER SLIP;";;;;1;0,26;4290,0
2026;0519031 000048/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00164739-3;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 3ML;";;;;1;0,088;1760,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00001443-5;"LUBRIFICANTE MINERAL P/INSTRUMENTOS CIRURGICOS - IDENTIFICACAO: MISTURA NAO OLEOSA, NAO PEGAJOSA, SEM SILICONE; COMPOSICAO: LEITES MINERAIS NEUTROS+POLIMEROS HIDROCARBONETOS;";;;;1;22,0;44,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00031152-9;"SOLUCAO ANTI-FERRUGEM P/INSTRUMENTAL CIRURGICO - APLICACAO: REMOCAO DE FERRUGEM, MANCHAS, CROSTAS E OXIDACAO;";;;;1;20,0;40,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00034469-9;"DETERGENTE ALCALINO - TIPO: ALTA CONCENTRACAO DE AG.EMULSIONANTES,DILUICAO 1:5; COMPOSICAO: AGUA, BUTICLICOL, ACIDO ETILENODIAMINOTETRACETICO; APLICACAO: REMOCAO DE SUJIDADES EM VIDRARIAS/UTENSILIOS;";;;;1;59,0;295,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00126430-3;"DETERGENTES ENZIMATICOS - IDENTIFICACAO: LIQUIDO; TIPO: CONCENTRADO, BIODEGRADAVEL, NAO CORROSIVO; BASE: ALCOOL ISOPROPILICO; COMPOSICAO (1): 05 ENZIMAS; COMPOSICAO (2): LIPASE, AMILASE, PROTEASE, CARBOHIDRASE, PEPTIDASE; APLICACAO: ESTERILIZACAO DE INSTRUMENTAL CIRURGICO;";;;;1;60,0;2400,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00127419-8;"CAL SODADA - APRESENTACAO: EM PILULAS, FORMATO LENTICULAR, UMIDADE 14 A 19%; FINALIDADE: COADJUVANTE UTILIZADO EM PROCESSOS ANESTESICOS;";;;;1;227,81;455,62
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00166937-0;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO (1): ALCOOL ETILICO HIDRATADO; COMPOSICAO (2): AGENTE HIDRATANTE; CONCENTRACAO: .; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: FRASCO COM VALVULA TIPO PUMP 500 ML;";;;;1;5,46;546,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00166939-7;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO (1): ALCOOL ETILICO HIDRATADO; COMPOSICAO (2): AGENTE HIDRATANTE; CONCENTRACAO: .; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: REFIL PARA DISPENSER 800 ML COM BICO DOSADOR;";;;;1;9,44;944,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00166946-0;"ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: ALMOTOLIA 100 ML;";;;;1;1,25;1000,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00166949-4;"ALCOOL ETILICO ABSOLUTO ANIDRO ASPECTO FISICO: LIQUIDO; GRAU INPM: 99,3; GRAU GL: 99,5; APRESENTACAO: FRASCO 1 L;";;;;1;8,4249;16,84
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00166966-4;"ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: ALMOTOLIA 250 ML;";;;;1;2,38;10710,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00180797-8;"TIRAS REAGENTES - TIPO: FITA INDICADORA CONCENTRACAO; FINALIDADE: DETERMINACAO PPM HIPOCLORITO DE SODIO SOLUCAO 4%;";;;;1;5,74;861,0
2026;0519031 000049/2026;Homologado/Ratificado;3013;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;00196196-9;"DESINFETANTE  -  TIPO: PRONTO USO; PRINCIPIO ATIVO (1): QUATERNARIO DE AMONIO QUINTA GERACAO; PRINCIPIO ATIVO (2): BIGUANIDA; ACAO PRINCIPAL: GERMICIDA; DILUICAO: NAO APLICAVEL; ODOR: CARACTERISTICO; APRESENTACAO: FRASCO;";;;;1;0,012;2880,0
2026;0519031 000050/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00151939-5;"CLOREXIDINA - PRINCIPIO ATIVO: CLOREXIDINA, DIGLICONATO; CONCENTRACAO/DOSAGEM: 2%; FORMA FARMACEUTICA: SOLUCAO DEGERMANTE; APRESENTACAO: FRASCO ALMOTOLIA 100 ML; COMPONENTE: .;";;;;1;1,94;1552,0
2026;0519031 000050/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00152975-7;"IODO POLIVINILPIRROLIDONA - PRINCIPIO ATIVO: IODO POLIVINILPIRROLIDONA; CONCENTRACAO/DOSAGEM: 10%; EQUIVALENCIA: 1% DE IODO ATIVO; FORMA FARMACEUTICA: TINTURA; APRESENTACAO: ALMOTOLIA 100 ML; COMPONENTE: .;";;;;1;4,15;124,5
2026;0519031 000050/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00152979-0;"IODO POLIVINILPIRROLIDONA - PRINCIPIO ATIVO: IODO POLIVINILPIRROLIDONA; CONCENTRACAO/DOSAGEM: 10%; EQUIVALENCIA: 1% DE IODO ATIVO; FORMA FARMACEUTICA: SOLUCAO TOPICA; APRESENTACAO: FRASCO ALMOTOLIA 100 ML; COMPONENTE: .;";;;;1;4,15;124,5
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00008045-4;"AGULHA PARA ANESTESIA RAQUE - MEDIDAS: 27 G (0,4 X 90 MM); TIPO: DESCARTAVEL; BISEL: QUINCKE; MANDRIL: MANDRIL CODIFICADO POR COR;";;;;1;4,35;1087,5
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00015560-8;"EXTENSOR DESCARTAVEL DE EQUIPO MEDICO CIRURGICO - COMPONENTES: PINCA CORTA FLUXO; COMPRIMENTO: 60 CM; MATERIA-PRIMA: PVC TRANSPARENTE;";;;;1;1,82;1092,0
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00102430-2;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 50 A 60 ML;";;;;1;12,0;42000,0
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00120268-5;"DISPOSITIVO DE PUNCAO INTRA-OSSEA - TIPO: PEDIATRICO;";;;;1;962,72;9627,2
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00122547-2;"DISPOSITIVO PARA PUNCAO VENOSA PERIFERICA COM ASA- CALIBRE: 23G; AGULHA: EM ACO INOXIDAVEL, COM DISPOSITIVO DE SEGURANCA;";;;;1;0,356;640,8
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123392-0;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 40 X 1,2 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,2146;23606,0
2026;0519031 000052/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00163512-3;"TAMPA PARA SISTEMA INTRAVENOSO - APLICACAO: CONEXAO MACHO E FEMEA; FINALIDADE: FECHAMENTO DE SISTEMA INTRAVENOSO; TIPO: PARA CONEXAO LUER LOCK MACHO / SLIP FEMEA; MEDIDAS: PADRAO;";;;;1;0,25;400,0
2026;0519031 000053/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00178979-1;"CEFTAZIDIMA + AVIBACTAM - PRINCIPIO ATIVO: CEFTAZIDIMA + AVIBACTAM; CONCENTRACAO/DOSAGEM: 2 G + 0,5 G; FORMA FARMACEUTICA: PO PARA SOLUCAO PARA INFUSAO; VIA DE ADMINISTRACAO: INTRAVENOSA; APRESENTACAO: FRASCO-AMPOLA; COMPONENTE: .;";;;;1;826,64;45465,2
2026;0519031 000054/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00199043-8;"ALCA PARA POLIPECTOMIA - FINALIDADE: BIOPSIA DE POLIPO POR VIA ENDOSCOPICA; TAMANHO: DA ALCA 13 MM A 15 MM; DIAMETRO/COMPRIMENTO: 2,3 A 2,5 MM DIAMENTO EXTERNO/COMPRIMENTO 230 CM;";;;;1;110,0;550,0
2026;0519031 000055/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00113827-8;"COMPRESSA TIPO TOALHA PARA BANHO - MEDIDAS: MEDINDO 20 X 20CM; COMPOSICAO (1): EM NAO TECIDO; COMPOSICAO (2): UMEDECIDA COM SOLUCAO EMOLIENTE E UMECTANTE; APLICACAO: UTILIZADA PARA BANHO DE LEITO EM PACIENTE ACAMADO/INTERNADO UTI;";;;;1;2,94;9408,0
2026;0519031 000056/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00068058-3;"CURATIVO ESTERIL DE FIBRA DE VISCOSE - APRESENTACAO: CONFECCIONADO EM PELICULA POLIESTER/FACE PERFURADA DE POLIURETANO; MEDIDAS: 10 X 10 CM;";;;;1;4,78;1720,8
2026;0519031 000056/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00166741-6;"DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR - IDENTIFICACAO: FIXACAO DE TUBOS E SONDAS NASAIS ; TIPO: DESCARTAVEL;";;;;1;2,79;9765,0
2026;0519031 000056/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195786-4;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA DE POLIURETANO REVESTIDA POR SILICONE; APRESENTACAO: 15CM X 15CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;38,1937;13749,73
2026;0519031 000056/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195787-2;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA DE POLIURETANO REVESTIDA POR SILICONE; APRESENTACAO: 20CM X 20CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;68,1032;24517,15
2026;0519031 000056/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195792-9;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA POLIURETANEO REVESTIDA P/ FILME POLIURETANO; APRESENTACAO: 10 X 10CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;8,53;3412,0
2026;0519031 000056/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195797-0;"CURATIVO - APRESENTACAO: PLACA ESTERIL DE HIDROFIBRA COM PRATA; MEDIDA: 15CM X 15CM;";;;;1;67,2832;16820,8
2026;0519031 000057/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167236-3;"LUVA CIRURGICA DESCARTAVEL ESTERIL COMPOSICAO: LATEX DE BORRACHA NATURAL; PO: BIOABSORVIVEL; TAMANHO: 7.5; FORMATO: ANATOMICO; SUPERFICIE: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: PAR EMBALADO INDIVIDUALMENTE;";;;;1;1,0899;1525,86
2026;0519031 000057/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167238-0;"LUVA CIRURGICA DESCARTAVEL ESTERIL COMPOSICAO: LATEX DE BORRACHA NATURAL; PO: BIOABSORVIVEL; TAMANHO: 8.5; FORMATO: ANATOMICO; SUPERFICIE: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: PAR EMBALADO INDIVIDUALMENTE;";;;;1;1,0898;217,96
2026;0519031 000057/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167252-5;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: P; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";;;;1;17,55;3159,0
2026;0519031 000057/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167253-3;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: M; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";;;;1;17,55;26325,0
2026;0519031 000057/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167254-1;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: G; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";;;;1;18,2;1820,0
2026;0519031 000058/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00048881-0;"PACOTE TESTE DESAFIO PARA AUTOCLAVE TIPO: PACOTE BOWIE DICK; DETALHES: CONSTITUIDO DE FOLHA TESTE; DETALHE (2): IMPRESSA COM TINTA DE INDICADOR QUIMICO;";;;;1;5,8;1392,0
2026;0519031 000059/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00080368-5;"CONJUNTO PARA DRENAGEM MEDIASTINAL - NUMERO: 14; CAPACIDADE: DO FRASCO RESERVATORIO 500 ML;";;;;1;21,5;537,5
2026;0519031 000062/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00122955-9;"CAMPO CIRURGICO - MATERIA-PRIMA: NAO TECIDO, SMS, 60G/M2; DESCARTAVEL; IMPERMEAVEL; TAMANHO: COMPOSTO POR  04 CAMPOS DE TAMANHOS VARIADOS;";;;;1;82,6762;16535,24
2026;0519031 000062/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00169678-5;"COMPRESSA DE GAZE HIDROFILA - MATERIA-PRIMA: 100% ALGODAO; ESTERIL: SIM; DIMENSOES (L X C ): 7,5 CM X 7,5 CM FECHADA - 15 CM X 30 CM ABERTA; NUMERO DE FIOS: 13 FIOS/CM2; DOBRAS: 5; CAMADAS: 8; APRESENTACAO: PACOTE 10 UN;";;;;1;0,5285;13212,5
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00001379-0;"CURATIVO - APRESENTACAO: NAO ADESIVO 100% COMPOSTO DE ESPUMA DE POLIURETANO; TAMANHO: APROXIMADAMENTE 15 X 15 CM;";;;;1;168,208;5046,24
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00002754-5;"CURATIVO ALGINATO DE CALCIO E/OU SODIO - MEDIDAS: 10 X 10CM A 10.5 X 10.5CM;";;;;1;4,87;730,5
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00031916-3;"HEMOSTATICO DE GELATINA, ABSORVIVEL - IDENTIFICACAO: ESPONJA DE 7 X 5 CM; APLICACAO: ABSORCAO DE SANGUE E CONTENCAO DE HEMORRAGIAS;";;;;1;62,89;628,9
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00032000-5;"TELA PARA POS CIRURGIA ABDOMINAL - MATERIA PRIMA: POLIPROPILENO; TIPO: INORGANICA; MEDIDAS: 6 X 11CM; FINALIDADE: RECOMPOSICAO (PROTESE) DO ORGAO;";;;;1;24,8;372,0
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00035987-4;"TELA PARA POS CIRURGIA ABDOMINAL - MATERIA PRIMA: POLIPROPILENO; TIPO: INORGANICA; MEDIDAS: 15 X 15CM; FINALIDADE: RECOMPOSICAO (PROTESE) ORGAO;";;;;1;28,42;284,2
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00055387-5;"CURATIVO DE POLIURETANO - COMPOSICAO: TRANSPARENTE, NAO ESTERIL, COBERTURA SECUNDARIA; APRESENTACAO: 15CM X 10M (L X C);";;;;1;104,0;20800,0
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00068058-3;"CURATIVO ESTERIL DE FIBRA DE VISCOSE - APRESENTACAO: CONFECCIONADO EM PELICULA POLIESTER/FACE PERFURADA DE POLIURETANO; MEDIDAS: 10 X 10 CM;";;;;1;4,78;1720,8
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00080393-6;"CURATIVO HIDROCOLOIDE - TIPO: PLACA; MEDIDAS DAS PLACAS: 20 X 20 CM;";;;;1;18,9234;1892,34
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00113606-2;"HEMOSTATICO DE GELATINA, ABSORVIVEL - IDENTIFICACAO: ESPONJA DE 20CM X 7,5CM X 0,5MM; APLICACAO: ABSORCAO DE SANGUE E CONTENCAO DE HEMORRAGIAS ETC;";;;;2;234,0;7020,0
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00160340-0;"DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR - IDENTIFICACAO: FIXADOR PARA TUBO ENDOTRAQUEAL; TIPO: EM MATERIAL SEM LATEX, TAMANHO ADULTO;";;;;1;83,0001;6640,0
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00163819-0;"CURATIVO - APRESENTACAO: TELA DE MALHA IMPREGNADA COM PETROLATUM; MEDIDA: 7,5 CM X 40 CM, APROXIMADAMENTE;";;;;1;6,71;1476,2
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00166591-0;"CURATIVO - APRESENTACAO: SOLUCAO EM SPRAY, ESTERIL, POLIMERO DE ACRILATO; MEDIDA: FRASCO DE 20 A 30 ML;";;;;1;35,25;8812,5
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195787-2;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA DE POLIURETANO REVESTIDA POR SILICONE; APRESENTACAO: 20CM X 20CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;68,1032;3405,16
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195795-3;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA POLIURETANO REVESTIDA P/ FILME POLIURETANO; APRESENTACAO: 10 X 20 CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;14,27;5708,0
2026;0519031 000063/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195798-8;"SOLUCAO PROTETORA CUTANEA - APRESENTACAO: OLEOSA DE USO TOPICO; COMPONENTE: ACIDOS GRAXOS;";;;;1;3,68;920,0
2026;0519031 000064/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00081108-4;"DISPOSITIVO P/INCONTINENCIA URINARIA MASCULINO - MATERIA PRIMA: NAO LATEX; TAMANHO: 35MM;";;;;1;8,2;6970,0
2026;0519031 000065/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00015555-1;"EXTENSOR DESCARTAVEL DE EQUIPO MEDICO CIRURGICO - COMPONENTES: PINCA CORTA FLUXO; COMPRIMENTO: 40 CM; MATERIA-PRIMA: PVC TRANSPARENTE;";;;;1;1,19;773,5
2026;0519031 000065/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00022920-2;"CAMPO CIRURGICO - MATERIA-PRIMA: NAO TECIDO SMS, 60 G/M2; DESCARTAVEL; ; TAMANHO: 1,20 X 1,80M; IMPERMEAVEL ;";;;;1;12,0;7200,0
2026;0519031 000065/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00093519-0;"DISPOSITIVO INTRAVENOSO PARA ACESSO PERIFERICO - CATETER: EXTERNO 22 G; MATERIA-PRIMA: POLIURETANO, RADIOPACO, FLEXIVEL, ATOXICO; AGULHA: COM BISEL TRIFACETADO; EMPUNHADURA: COLORIDA; CAMARA DE REFLUXO: TRANSPARENTE; CANULA: TRANSPARENTE; MANDRIL: SIM; SISTEMA SEGURANCA: SIM;";;;;1;2,04;5304,0
2026;0519031 000066/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00020075-1;"OCULOS DE PROTECAO USO HOSPITALAR - LENTES: POLICARBONATO; APLICACAO: PROTECAO CONTRA RESPINGOS E PARTICULAS VOLANTES; COR: INCOLOR; ARMACAO: POLICARBONATO;";;;;1;8,9;712,0
2026;0519031 000066/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167234-7;"LUVA CIRURGICA DESCARTAVEL ESTERIL COMPOSICAO: LATEX DE BORRACHA NATURAL; PO: BIOABSORVIVEL; TAMANHO: 6.5; FORMATO: ANATOMICO; SUPERFICIE: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: PAR EMBALADO INDIVIDUALMENTE;";;;;1;1,11;2886,0
